Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10003-001,Safety and Reform, Office of,513-556-5849,632,640,UNIVPAV,,http://www.uc.edu/safety-reform.html,, ,TRUE,1, Office of Safety and Reform, Office of Safety and Reform, ,513-556-5849,,632,632,,640,640,,UNIVPAV,UNIVPAV,,TRUE,,0,,,http://www.uc.edu/safety-reform.html,http://www.uc.edu/safety-reform.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-012,Vice President for Student Affairs and Services,513-556-4119,638,600,UNIVPAV,513-556-6027,http://www.uc.edu/sas.html,stdtaffs@ucmail.uc.edu,, ,,0,Vice President for Student Affairs and Services,, ,513-556-4119,,638,638,,600,600,,UNIVPAV,UNIVPAV,,TRUE,,513-556-6027,513-556-6027,,http://www.uc.edu/sas.html,http://www.uc.edu/sas.html,,stdtaffs@ucmail.uc.edu,stdtaffs@ucmail.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-001,Sr. Vice President for Academic Affairs & Provost,513-556-2588,97,210,VANWORMR,513-556-7861,http://www.uc.edu/provost/,,, ,,0,Sr. Vice President for Academic Affairs & Provost,, ,513-556-2588,,97,97,,210,210,,VANWORMR,VANWORMR,,TRUE,,513-556-7861,513-556-7861,,http://www.uc.edu/provost/,http://www.uc.edu/provost/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10121-065,Red and Black Productions (UCIT),513-558-4336,3,3140-B,EMERY,513-556-0202,http://www.uc.edu/ucit/digitalvideo.html,ptsg@uc.edu,, ,,0,Red and Black Productions (UCIT),, ,513-558-4336,,3,3,,3140-B,3140-B,,EMERY,EMERY,,TRUE,,513-556-0202,513-556-0202,,http://www.uc.edu/ucit/digitalvideo.html,http://www.uc.edu/ucit/digitalvideo.html,,ptsg@uc.edu,ptsg@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10060-004, AHC) - Video Production (Communications Services,513-558-5681,573,G-44,HPB,513-558-4120,http://healthnews.uc.edu/communications/video/,video.services@uc.edu,, ,,0, AHC) - Video Production (Communications Services,, ,513-558-5681,,573,573,,G-44,G-44,,HPB,HPB,,TRUE,,513-558-4120,513-558-4120,,http://healthnews.uc.edu/communications/video/,http://healthnews.uc.edu/communications/video/,,video.services@uc.edu,video.services@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-070,Video Production Services (CCM),513-556-9488,3,3202-A,EMERY,513-556-0202,,,, ,,0,Video Production Services (CCM),, ,513-556-9488,,3,3,,3202-A,3202-A,,EMERY,EMERY,,TRUE,,513-556-0202,513-556-0202,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-005,Photographic Services (University Communications),513-556-0394,234,3300,EDWARDS2,513-556-3237,http://www.uc.edu/ucomm/photo_video.html,photo@uc.edu,, ,,0,Photographic Services (University Communications),, ,513-556-0394,,234,234,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://www.uc.edu/ucomm/photo_video.html,http://www.uc.edu/ucomm/photo_video.html,,photo@uc.edu,photo@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10165-026,Visitors Center,513-556-1100,91,Lobby,UNIVPAV,513-556-1105,http://admissions.uc.edu/visit.html,,, ,,0,Visitors Center,, ,513-556-1100,,91,91,,Lobby,Lobby,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1105,513-556-1105,,http://admissions.uc.edu/visit.html,http://admissions.uc.edu/visit.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-003,Explore the University (University Communications),513-556-5224,141,3300,EDWARDS2,513-556-3237,http://magazine.uc.edu/explore.html,,, ,,0,Explore the University (University Communications),, ,513-556-5224,,141,141,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://magazine.uc.edu/explore.html,http://magazine.uc.edu/explore.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-153,Visitors to UC,513-556-6000,,,,,http://www.uc.edu/visitors.html,,, ,,0,Visitors to UC,, ,513-556-6000,,0,,,0,,,0,,,FALSE,,0,,,http://www.uc.edu/visitors.html,http://www.uc.edu/visitors.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10165-008,Visiting UC, Parents & Prospective Students,513-556-1100,91,350,UNIVPAV,513-556-1105,http://admissions.uc.edu/visit.html,, ,TRUE,1, Parents & Prospective Students Visiting UC, Parents & Prospective Students Visiting UC, ,513-556-1100,,91,91,,350,350,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1105,513-556-1105,,http://admissions.uc.edu/visit.html,http://admissions.uc.edu/visit.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10146-003,Visitor Information (PHARM),513-558-3784,4,136,HPB,513-558-4372,http://pharmacy.uc.edu/about-the-college/visit-the-college,,, ,,0,Visitor Information (PHARM),, ,513-558-3784,,4,4,,136,136,,HPB,HPB,,TRUE,,513-558-4372,513-558-4372,,http://pharmacy.uc.edu/about-the-college/visit-the-college,http://pharmacy.uc.edu/about-the-college/visit-the-college,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10145-070,Visitor Information (UCBA),513-745-5600,86,,BAMUNTZ,,http://www.ucblueash.edu/about.html,,, ,,0,Visitor Information (UCBA),, ,513-745-5600,,86,86,,0,,,BAMUNTZ,BAMUNTZ,,TRUE,,0,,,http://www.ucblueash.edu/about.html,http://www.ucblueash.edu/about.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-063, Connection Center (Information Desk)(TUC) - MainStreet,513-556-2831,220,302,TUC,513-556-0495,http://www.uc.edu/mainstreet/tuc/visit_tangeman/information.html,mainstreet@uc.edu,, ,,0, Connection Center (Information Desk)(TUC) - MainStreet,, ,513-556-2831,,220,220,,302,302,,TUC,TUC,,TRUE,,513-556-0495,513-556-0495,,http://www.uc.edu/mainstreet/tuc/visit_tangeman/information.html,http://www.uc.edu/mainstreet/tuc/visit_tangeman/information.html,,mainstreet@uc.edu,mainstreet@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10145-036,Art & Visual Communication (UCBA),513-745-5645,86,325,BAMUNTZ,513-745-5771,http://www.ucblueash.edu/academics/departments/art-visual-comm.html,,, ,,0,Art & Visual Communication (UCBA),, ,513-745-5645,,86,86,,325,325,,BAMUNTZ,BAMUNTZ,,TRUE,,513-745-5771,513-745-5771,,http://www.ucblueash.edu/academics/departments/art-visual-comm.html,http://www.ucblueash.edu/academics/departments/art-visual-comm.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-060,DAAP, Visual Resources Center (VRC),513-556-0279,16,5480,DAAP,513-556-3006,,, ,TRUE,1,DAAP  Visual Resources Center (VRC),DAAP  Visual Resources Center (VRC), ,513-556-0279,,16,16,,5480,5480,,DAAP,DAAP,,TRUE,,513-556-3006,513-556-3006,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10037-009,Vocational Rehabilitation (MED),513-558-2919,530,5200,STETSON,513-558-4458,,,, ,,0,Vocational Rehabilitation (MED),, ,513-558-2919,,530,530,,5200,5200,,STETSON,STETSON,,TRUE,,513-558-4458,513-558-4458,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-065,Voice (CCM),513-556-9562,3,209,DVAC,513-556-2698,http://ccm.uc.edu/music/voice.html,,, ,,0,Voice (CCM),, ,513-556-9562,,3,3,,209,209,,DVAC,DVAC,,TRUE,,513-556-2698,513-556-2698,,http://ccm.uc.edu/music/voice.html,http://ccm.uc.edu/music/voice.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10121-046,Voice Mail Questions (Faculty & Staff)(UCIT),513-556-9378,26,1stFl,ZIMMER,513-556-2010,,,, ,,0,Voice Mail Questions (Faculty & Staff)(UCIT),, ,513-556-9378,,26,26,,1stFl,1stFl,,ZIMMER,ZIMMER,,TRUE,,513-556-2010,513-556-2010,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10121-003,Voice Mail, To Retrieve,513-556-6245,,,,,http://www.uc.edu/content/dam/uc/ucit/docs/nts/VMGUIDE.pdf,, ,TRUE,1,Voice Mail  To Retrieve,Voice Mail  To Retrieve, ,513-556-6245,,0,,,0,,,0,,,FALSE,,0,,,http://www.uc.edu/content/dam/uc/ucit/docs/nts/VMGUIDE.pdf,http://www.uc.edu/content/dam/uc/ucit/docs/nts/VMGUIDE.pdf,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-054,Volleyball Camp, Athletics,513-556-0569,21,,,,,, ,TRUE,1,Volleyball Camp  Athletics,Volleyball Camp  Athletics, ,513-556-0569,,21,21,,0,,,0,,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-039,Volleyball, Athletics,513-556-0569,21,664,LNDNRCTR,513-556-0808,http://gobearcats.com/sports/w-volley/cinn-w-volley-body.html,, ,TRUE,1,Volleyball  Athletics,Volleyball  Athletics, ,513-556-0569,,21,21,,664,664,,LNDNRCTR,LNDNRCTR,,TRUE,,513-556-0808,513-556-0808,,http://gobearcats.com/sports/w-volley/cinn-w-volley-body.html,http://gobearcats.com/sports/w-volley/cinn-w-volley-body.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10154-007,Volunteer Services, Hoxworth,513-558-1292,55,4018,HOXWORTH,513-558-1340,http://www.hoxworth.org/about/volunteering.html,, ,TRUE,1,Volunteer Services  Hoxworth,Volunteer Services  Hoxworth, ,513-558-1292,,55,55,,4018,4018,,HOXWORTH,HOXWORTH,,TRUE,,513-558-1340,513-558-1340,,http://www.hoxworth.org/about/volunteering.html,http://www.hoxworth.org/about/volunteering.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-010,UC Assoc of Administrators, Managers & Professionals (UCAAMP),513-556-1267,,,,,http://www.uc.edu/ucaamp.html,, ,TRUE,1,UC Assoc of Administrators  Managers & Professionals (UCAAMP),UC Assoc of Administrators  Managers & Professionals (UCAAMP), ,513-556-1267,,0,,,0,,,0,,,FALSE,,0,,,http://www.uc.edu/ucaamp.html,http://www.uc.edu/ucaamp.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-115, UC - Bearcat Bands,513-556-2263,32,2100,CALHONGR,513-556-2883,http://www.ucband.uc.edu/band/,Frentztl@email.uc.edu,, ,,0, UC - Bearcat Bands,, ,513-556-2263,,32,32,,2100,2100,,CALHONGR,CALHONGR,,TRUE,,513-556-2883,513-556-2883,,http://www.ucband.uc.edu/band/,http://www.ucband.uc.edu/band/,,Frentztl@email.uc.edu,Frentztl@email.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10147-002,Bicentennial, UC,513-556-3233,62,,UNIVPAV,513-556-5269,http://www.uc.edu/bicentennial.html,, ,TRUE,1,Bicentennial  UC,Bicentennial  UC, ,513-556-3233,,62,62,,0,,,UNIVPAV,UNIVPAV,,TRUE,,513-556-5269,513-556-5269,,http://www.uc.edu/bicentennial.html,http://www.uc.edu/bicentennial.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10145-001,Blue Ash College, UC (See UCBA),513-745-5600,86,150,BAMUNTZ,513-745-5790,http://www.ucblueash.edu/,, ,TRUE,1,Blue Ash College  UC (See UCBA),Blue Ash College  UC (See UCBA), ,513-745-5600,,86,86,,150,150,,BAMUNTZ,BAMUNTZ,,TRUE,,513-745-5790,513-745-5790,,http://www.ucblueash.edu/,http://www.ucblueash.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10123-123,UC Cancer Institute (MED),513-584-8216,757,,UCMC-BARRETT,513-584-4007,http://cancer.uc.edu/,,, ,,0,UC Cancer Institute (MED),, ,513-584-8216,,757,757,,0,,,UCMC-BARRETT,UCMC-BARRETT,,TRUE,,513-584-4007,513-584-4007,,http://cancer.uc.edu/,http://cancer.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10123-125,UC Cardiovascular Diseases Institute (MED),513-558-2307,575,,CVC,513-558-0646,http://www.med.uc.edu/cardiovascular/,,, ,,0,UC Cardiovascular Diseases Institute (MED),, ,513-558-2307,,575,575,,0,,,CVC,CVC,,TRUE,,513-558-0646,513-558-0646,,http://www.med.uc.edu/cardiovascular/,http://www.med.uc.edu/cardiovascular/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10145-084,UC Center for Corporate Learning (UCCCL)(UCBA),513-936-1632,,,,,http://www.uc.edu/ccl.html,gemmerpa@uc.edu,, ,,0,UC Center for Corporate Learning (UCCCL)(UCBA),, ,513-936-1632,,0,,,0,,,0,,,FALSE,,0,,,http://www.uc.edu/ccl.html,http://www.uc.edu/ccl.html,,gemmerpa@uc.edu,gemmerpa@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10135-029,UC Center for Professional Selling (LCB),513-556-7149,300,300,USQUARE,,http://business.uc.edu/centers/sales-center.html,,, ,,0,UC Center for Professional Selling (LCB),, ,513-556-7149,,300,300,,300,300,,USQUARE,USQUARE,,TRUE,,0,,,http://business.uc.edu/centers/sales-center.html,http://business.uc.edu/centers/sales-center.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-103,UC Child Care Center,513-961-2825,,,,513-281-7676,http://www.uc.edu/elc.html,,, ,,0,UC Child Care Center,, ,513-961-2825,,0,,,0,,,0,,,FALSE,,513-281-7676,513-281-7676,,http://www.uc.edu/elc.html,http://www.uc.edu/elc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-001,COLLEGE, Clermont (See CLER),513-732-5200,162,140.01,CLERSNYDER,513-732-5329,http://www.ucclermont.edu/,, ,TRUE,1,COLLEGE  Clermont (See CLER),COLLEGE  Clermont (See CLER), ,513-732-5200,,162,162,,140.01,140.01,,CLERSNYDER,CLERSNYDER,,TRUE,,513-732-5329,513-732-5329,,http://www.ucclermont.edu/,http://www.ucclermont.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-134,UCCAN (UC Clermont Advocates Network)(CLER),513-732-5221,162,18,CLERJONES,513-732-5303,,,, ,,0,UCCAN (UC Clermont Advocates Network)(CLER),, ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-057,UCCAPS (CLER),513-732-5221,162,18,CLERJONES,513-732-5303,http://www.ucclermont.edu/paralegal/student_organization.html,,, ,,0,UCCAPS (CLER),, ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,http://www.ucclermont.edu/paralegal/student_organization.html,http://www.ucclermont.edu/paralegal/student_organization.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-012,Graphic Design Services (University) (University Communications),513-556-5223,141,3300,EDWARDS2,513-556-3237,http://www.uc.edu/ucomm/design_copywriting.html,Angela.Klocke@UC.edu,, ,,0,Graphic Design Services (University) (University Communications),, ,513-556-5223,,141,141,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://www.uc.edu/ucomm/design_copywriting.html,http://www.uc.edu/ucomm/design_copywriting.html,,Angela.Klocke@UC.edu,Angela.Klocke@UC.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10021-003,Holmes Health Clinic (UHS),513-584-4457,460,4041,UCMC-HOLMES,513-584-2222,http://www.uc.edu/uhs/clinics.html,,, ,,0,Holmes Health Clinic (UHS),, ,513-584-4457,,460,460,,4041,4041,,UCMC-HOLMES,UCMC-HOLMES,,TRUE,,513-584-2222,513-584-2222,,http://www.uc.edu/uhs/clinics.html,http://www.uc.edu/uhs/clinics.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10046-013,UC Flex Business Core Systems,513-556-4357,334,368,UNIVHALL,,http://www.uc.edu/ucflex/,,, ,,0,UC Flex Business Core Systems,, ,513-556-4357,,334,334,,368,368,,UNIVHALL,UNIVHALL,,TRUE,,0,,,http://www.uc.edu/ucflex/,http://www.uc.edu/ucflex/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10148-045,Football Camp, Athletics,513-556-4110,21,2110,EDWARDS1,513-556-9009,http://ucfbcamp.com/,, ,TRUE,1,Football Camp  Athletics,Football Camp  Athletics, ,513-556-4110,,21,21,,2110,2110,,EDWARDS1,EDWARDS1,,TRUE,,513-556-9009,513-556-9009,,http://ucfbcamp.com/,http://ucfbcamp.com/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-019,UC Forward,513-556-3256,635,735F,TURNER,,http://www.uc.edu/propractice/ucforward.html,,, ,,0,UC Forward,, ,513-556-3256,,635,635,,735F,735F,,TURNER,TURNER,,TRUE,,0,,,http://www.uc.edu/propractice/ucforward.html,http://www.uc.edu/propractice/ucforward.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-001,UC Foundation,513-556-6781,64,,UNIVHALL,513-556-4300,http://www.uc.edu/foundation.html,ucfoundation@uc.edu,, ,,0,UC Foundation,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4300,513-556-4300,,http://www.uc.edu/foundation.html,http://www.uc.edu/foundation.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-004,Toll Free, UC Foundation,888-556-8889,64,100,UNIVHALL,,http://www.uc.edu/foundation.html,, ,TRUE,1,Toll Free  UC Foundation,Toll Free  UC Foundation, ,888-556-8889,,64,64,,100,100,,UNIVHALL,UNIVHALL,,TRUE,,0,,,http://www.uc.edu/foundation.html,http://www.uc.edu/foundation.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-009,Alumni Affairs, UC Foundation,513-558-5646,64,100,UNIVHALL,513-558-0632,http://www.uc.edu/foundation.html,, ,TRUE,1,Alumni Affairs  UC Foundation,Alumni Affairs  UC Foundation, ,513-558-5646,,64,64,,100,100,,UNIVHALL,UNIVHALL,,TRUE,,513-558-0632,513-558-0632,,http://www.uc.edu/foundation.html,http://www.uc.edu/foundation.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-015, UC Foundation - Charles McMicken Society,513-556-6781,64,,UNIVHALL,513-556-4399,http://www.uc.edu/foundation/donor_recognition/mcmicken_society.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Charles McMicken Society,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4399,513-556-4399,,http://www.uc.edu/foundation/donor_recognition/mcmicken_society.html,http://www.uc.edu/foundation/donor_recognition/mcmicken_society.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-019, UC Foundation - Corporate Partners,513-556-6781,64,,UNIVHALL,513-556-4399,http://www.uc.edu/foundation/donor_recognition/corporate_partners.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Corporate Partners,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4399,513-556-4399,,http://www.uc.edu/foundation/donor_recognition/corporate_partners.html,http://www.uc.edu/foundation/donor_recognition/corporate_partners.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-021, UC Foundation - Corporate Partnership Opportunities,513-556-6781,64,,UNIVHALL,513-556-4399,http://www.uc.edu/foundation/cfr.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Corporate Partnership Opportunities,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4399,513-556-4399,,http://www.uc.edu/foundation/cfr.html,http://www.uc.edu/foundation/cfr.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-014, UC Foundation - Estate Gifts,513-556-6781,64,,UNIVHALL,513-556-4300,http://www.uc.edu/foundation/giving/estateandgifts.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Estate Gifts,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4300,513-556-4300,,http://www.uc.edu/foundation/giving/estateandgifts.html,http://www.uc.edu/foundation/giving/estateandgifts.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-022, UC Foundation - Faculty & Staff Campaign,513-556-6781,64,,UNIVHALL,513-556-4399,http://www.uc.edu/foundation/facultystaff.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Faculty & Staff Campaign,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4399,513-556-4399,,http://www.uc.edu/foundation/facultystaff.html,http://www.uc.edu/foundation/facultystaff.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-012, UC Foundation - Gift Planning,513-556-6781,64,,UNIVHALL,513-556-4300,http://www.uc.edu/foundation/giving/planyourgift.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Gift Planning,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4300,513-556-4300,,http://www.uc.edu/foundation/giving/planyourgift.html,http://www.uc.edu/foundation/giving/planyourgift.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-010, UC Foundation - Giving Opportunities,513-556-6781,64,,UNIVHALL,513-556-4300,http://www.uc.edu/foundation/giving/giving_opportunities.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Giving Opportunities,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4300,513-556-4300,,http://www.uc.edu/foundation/giving/giving_opportunities.html,http://www.uc.edu/foundation/giving/giving_opportunities.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-016, UC Foundation - Herman Schneider Legacy Society,513-556-6781,64,,UNIVHALL,513-556-4399,http://www.uc.edu/foundation/donor_recognition/schneider_society.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Herman Schneider Legacy Society,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4399,513-556-4399,,http://www.uc.edu/foundation/donor_recognition/schneider_society.html,http://www.uc.edu/foundation/donor_recognition/schneider_society.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10053-013, UC Foundation - Matching Gifts,513-556-6781,64,,UNIVHALL,513-556-4300,http://www.uc.edu/foundation/giving/matchinggifts.html,ucfoundation@uc.edu,, ,,0, UC Foundation - Matching Gifts,, ,513-556-6781,,64,64,,0,,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4300,513-556-4300,,http://www.uc.edu/foundation/giving/matchinggifts.html,http://www.uc.edu/foundation/giving/matchinggifts.html,,ucfoundation@uc.edu,ucfoundation@uc.edu
